Pakiet,Kategoria,Materiał,Typ,Producent,Model,SKU,Cechy,Cena zakup,Cena detal brutto,Cena detal netto,Cena detal / m2,Link,Photo,50,m2
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Marazzi,Marazzi Treverkstage Brown płytka ścienno-podłogowa 20x120 cm,,,,"150,05","121,99","121,99","https://www.lazienkaplus.pl/pl/marazzi-treverkstage-brown-plytka-scienno-podlogowa-20x120-cm,659645,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Beauty Forest Brown płytka ścienno-podłogowa 119,8x19,8 cm brązowa",,,,"109,00","88,62","88,62","https://www.lazienkaplus.pl/pl/cersanit-beauty-forest-brown-plytka-scienno-podlogowa-1198x198-cm-brazowa,715570,206,i",,,
Standart,Płytki,Płytki,płytka ścienno - podłogowa,Cersanit,"Cersanit Beauty Forest Cream płytka ścienno-podłogowa 119,8x19,8 cm beżowa",,,,"109,00","88,62","88,62","https://www.lazienkaplus.pl/pl/cersanit-beauty-forest-cream-plytka-scienno-podlogowa-1198x198-cm-bezowa,715566,206,i",,,
Standart,Płytki,Płytki,,Paradyż,"PARADYŻ HEARTWOOD CREMA 19,8X119,8",,,,"88,50","71,95","71,95",https://opocznoplytki.pl/2815-heartwood,,,
Standart,Płytki,Płytki,,Paradyż,"PARADYŻ HEARTWOOD LATTE 19,8X119,8",,,,"88,50","71,95","71,95",https://opocznoplytki.pl/26856--paradyz-heartwood-latte-198x1198,,,
Standart,Płytki,Płytki,,Paradyż,"PARADYŻ HEARTWOOD TOFFEE 19,8X119,8",,,,"88,50","71,95","71,95",https://opocznoplytki.pl/26852--paradyz-heartwood-toffee-198x1198,,,
Standart,Płytki,Płytki,,Paradyż,"PARADYŻ HEARTWOOD CARDAMON 19,8X119,8",,,,"88,50","71,95","71,95",https://opocznoplytki.pl/26855-paradyz-heartwood-cardamon-198x1198,,,
Standart,Płytki,Płytki,,Paradyż,"PARADYŻ HEARTWOOD HONEY 19,8X119,8",,,,"88,50","71,95","71,95",https://opocznoplytki.pl/26854-paradyz-heartwood-honey-198x1198,,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Black Pol płytka ścienno-podłogowa 119,8X119,8",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-black-pol-plytka-scienno-podlogowa-1198x1198,655244,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Black Pol płytka ścienno-podłogowa 59,8x119,8 cm",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-black-pol-plytka-scienno-podlogowa-598x1198-cm,662233,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Grey Mat płytka ścienno-podłogowa 119,8X119,8",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-grey-mat-plytka-scienno-podlogowa-1198x1198,655247,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine płytka ścienno-podłogowa 119,8x59,8 cm szara",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-grey-pol-plytka-scienno-podlogowa-598x1198-cm,650794,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Blue Pol płytka ścienno-podłogowa 119,8x119,8 cm",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-blue-pol-plytka-scienno-podlogowa-1198x1198-cm,649094,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine Blue Pol płytka ścienno-podłogowa 59,8x119,8 cm",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-blue-pol-plytka-scienno-podlogowa-598x1198-cm,650793,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine płytka ścienna 119,8x119,8 cm niebieska",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-plytka-scienna-1198x1198-cm-niebieska,675387,206,i",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Aquamarine płytka ścienna 119,8x59,8 cm niebieska",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-aquamarine-plytka-scienna-1198x598-cm-niebieska,675625,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Marmo d'Oro Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-marmo-doro-mat-plytka-podlogowa-1198x1198-cm,547614,206,i/",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Marmo d'Oro Pol płytka podłogowa 119,8x119,8 cm",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-marmo-doro-plytka-podlogowa-1198x1198-cm-bialy-poler-pp-01-245-1198-1198-1-005,557043,206,i/",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Marmo d'Oro Pol płytka podłogowa 119,8x59,8 cm",,,,"201,99","164,22","164,22","https://www.lazienkaplus.pl/pl/tubadzin-marmo-doro-pol-plytka-podlogowa-1198x598-cm,633488,206,i/",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Massa płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-massa-plytka-podlogowa-1198x1198-cm-bezowy-mat-pp-01-182-1198-1198-1-007,554511,206,i/",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Massa płytka podłogowa 119,8x59,8 cm beżowa",,,,"181,89","147,88","147,88","https://www.lazienkaplus.pl/pl/tubadzin-massa-plytka-podlogowa-598x1198-cm,637132,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Onice Bianco Mat płytka ścienno-podłogowa 119,8x119,8 cm biała-szara PP-01-282-1198-1198-1-06",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-onice-bianco-mat-plytka-scienno-podlogowa-1198x1198-cm-biala-szara-pp-01-282-1198-1198-1-067,697759,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Onice Bianco Pol płytka podłogowa 119,8x59,8 cm biała",,,,"245,69","199,75","199,75","https://www.lazienkaplus.pl/pl/tubadzin-onice-bianco-pol-plytka-podlogowa-1198x598-cm-biala,699927,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Onice Rosa Pol płytka podłogowa 119,8x119,8 cm",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-onice-rosa-pol-plytka-podlogowa-1198x1198-cm,639332,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Onice Rosa Pol płytka podłogowa 119,8x59,8 cm różowa",,,,"245,69","199,75","199,75","https://www.lazienkaplus.pl/pl/tubadzin-onice-rosa-pol-plytka-podlogowa-1198x598-cm-rozowa,699925,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Mild Clay Leaves A dekor ścienny 119,8x59,8 cm beżowa",,,,"261,25","212,40","212,40","https://www.lazienkaplus.pl/pl/tubadzin-mild-clay-leaves-a-dekor-scienny-1198x598-cm-bezowa,712052,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Mild Clay Leaves B dekor ścienny 119,8x59,8 cm beżowa",,,,"261,25","212,40","212,40","https://www.lazienkaplus.pl/pl/tubadzin-mild-clay-leaves-b-dekor-scienny-1198x598-cm-bezowa,712055,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Mild Clay Leaves C dekor ścienny 119,8x59,8 cm beżowa",,,,"261,25","212,40","212,40","https://www.lazienkaplus.pl/pl/tubadzin-mild-clay-leaves-c-dekor-scienny-1198x598-cm-bezowa,713501,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Mild Clay Leaves D dekor ścienny 119,8x59,8 cm beżowa",,,,"261,25","212,40","212,40","https://www.lazienkaplus.pl/pl/tubadzin-mild-clay-leaves-d-dekor-scienny-1198x598-cm-bezowa,712059,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Teri Ivory płytka ścienno-podłogowa 119,8x59,8 cm szara",,,,"194,39","158,04","158,04","https://www.lazienkaplus.pl/pl/tubadzin-teri-ivory-plytka-scienno-podlogowa-598x598-cm-szara-pp-01-333-0598-0598-1-007,695977,206,i/",,,
Lux,Płytki,Płytki,płytka ścienno - podłogowa,Tubądzin,"Tubądzin Teri Ivory płytka ścienno-podłogowa 119,8x119,8 cm kremowa",,,,"259,13","210,67","210,67","https://www.lazienkaplus.pl/pl/tubadzin-teri-ivory-plytka-scienno-podlogowa-1198x1198-cm-kremowa,701828,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Teri Soft Line dekor ścienny 119,8x59,8 cm szara",,,,"279,89","227,55","227,55","https://www.lazienkaplus.pl/pl/tubadzin-teri-soft-line-dekor-scienny-1198x598-cm-szara,696034,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Teri Soft Line dekor ścienny 119,8x59,8 cm szara",,,,"279,89","227,55","227,55","https://www.lazienkaplus.pl/pl/tubadzin-teri-soft-line-dekor-scienny-1198x598-cm-szara,696033,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Teri Soft Line dekor ścienny 119,8x59,8 cm szara",,,,"279,89","227,55","227,55","https://www.lazienkaplus.pl/pl/tubadzin-teri-soft-line-dekor-scienny-1198x598-cm-szara,696030,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Teri Soft Line dekor ścienny 119,8x59,8 cm szara",,,,"296,68","241,20","241,20","https://www.lazienkaplus.pl/pl/tubadzin-teri-soft-line-dekor-scienny-1198x598-cm-szara,696027,206,i/",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Teri Soft Line dekor ścienny 119,8x59,8 cm szara",,,,"279,89","227,55","227,55","https://www.lazienkaplus.pl/pl/tubadzin-teri-soft-line-dekor-scienny-1198x598-cm-szara,696024,206,i/",,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Liem Grey Nature 120x120,,,,"377,47","306,89","306,89",https://stemar.pl/pl/p/-Porcelanosa-Liem-Grey-Nature-120x120/12979,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Fiori di Bosco Nature 120x120 [mat],,,,"377,47","306,89","306,89",https://stemar.pl/pl/p/-Porcelanosa-Fiori-di-Bosco-Nature-120x120-mat-/16557,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Aria White Nature 120x120 [mat],,,,"377,47","306,89","306,89",https://stemar.pl/pl/p/-Porcelanosa-Aria-White-Nature-120x120-mat-/16644,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Astana Grey Nature 120x120 mat],,,,"377,47","306,89","306,89",https://stemar.pl/pl/p/Porcelanosa-Astana-Grey-Nature-120x120-mat/12923,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Block Cancun Caliza 59,6X150",,,,"291,76","237,20","237,20",https://stemar.pl/pl/p/Porcelanosa-Block-Cancun-Caliza-59%2C6X150/22066,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Block Cancun Sand 59,6x150",,,,"290,64","236,29","236,29",https://stemar.pl/pl/p/Porcelanosa-Block-Cancun-Sand-59%2C6x150/19852,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Block Cancun Stone 59,6x15",,,,"284,44","231,25","231,25",https://stemar.pl/pl/p/Porcelanosa-Block-Cancun-Stone-59%2C6x150/22047,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Brooklyn Fontana Matt 45x120 [mat],,,,"267,81","217,73","217,73",https://stemar.pl/pl/p/Porcelanosa-Brooklyn-Fontana-Matt-45x120-mat-/11528,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Brooklyn Marquina 45x120 [mat],,,,"267,81","217,73","217,73",https://stemar.pl/pl/p/Porcelanosa-Brooklyn-Marquina-45x120-mat-/11531,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Brooklyn Matt 45x120 [mat],,,,"267,81","217,73","217,73",https://stemar.pl/pl/p/Porcelanosa-Brooklyn-Matt-45x120-mat/12900,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Bruselas Acero Antislip 19,3x180",,,,"289,15","235,08","235,08",https://stemar.pl/pl/p/Porcelanosa-Bruselas-Acero-Antislip-19%2C3x180-/16796,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Bruselas Fresno Antislip 19,3x180",,,,"289,15","235,08","235,08",https://stemar.pl/pl/p/Porcelanosa-Bruselas-Fresno-Antislip-19%2C3x180-/16799,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Bruselas Walnut Antislip 19,3x180",,,,"286,68","233,07","233,07",https://stemar.pl/pl/p/Porcelanosa-Bruselas-Walnut-Antislip-19%2C3x180-/16793,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Bruselas Roble Antislip 19,3x180",,,,"289,15","235,08","235,08",https://stemar.pl/pl/p/Porcelanosa-Bruselas-Roble-Antislip-19%2C3x180/16802,,,
Lux,Płytki,Płytki,,Porcelanosa,Porcelanosa Cambridge Arce 120x120(A),,,,"301,41","245,05","245,05",https://stemar.pl/pl/p/Porcelanosa-Cambridge-Arce-120x120A/22125,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Arrow 3D Arce 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Arrow-3D-Arce-59%2C6x150-mat/12947,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Arrow 3D Roble 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Arrow-3D-Roble-59%2C6x150-mat/12497,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Diamond 3D Arce 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Diamond-3D-Arce-59%2C6x150-mat/12948,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Diamond 3D Silver 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Diamond-3D-Silver-59%2C6x150-mat-/12502,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Stone 3D Arce 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Stone-3D-Arce-59%2C6x150-mat-/12500,,,
Lux,Płytki,Płytki,,Porcelanosa,"Porcelanosa Gent Stone 3d Roble 59,6x150 [mat]",,,,"297,83","242,14","242,14",https://stemar.pl/pl/p/Porcelanosa-Gent-Stone-3d-Roble-59%2C6x150-mat-/12501,,,
Lux,Płytki,Płytki,płytka ścienna,Porcelanosa,"Porcelanosa Oxo Deco Blanco 33,3x100",,,,"235,16","191,19","191,19",https://stemar.pl/pl/p/Porcelanosa-Oxo-Deco-Blanco-33%2C3x100/1844,,,
Lux,Płytki,Płytki,płytka ścienna,Porcelanosa,Porcelanosa Oxo Deco XL 45x120,,,,"267,81","217,73","217,73",https://stemar.pl/pl/p/Porcelanosa-Oxo-Deco-XL-45x120/1764,,,
Lux,Płytki,Płytki,płytka ścienna,Porcelanosa,"Porcelanosa Oxo Line Blanco 33,3x100",,,,"235,16","191,19","191,19",https://stemar.pl/pl/p/Porcelanosa-Oxo-Line-Blanco-33%2C3x100/1845,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Black Lux 6x24, M6RP - płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-black-lux-6x24-m6rp-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Blue Lux 6x24, M6RR - płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-blue-lux-6x24-m6rr-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Green Lux 6x24, M6RQ - płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-green-lux-6x24-m6rq-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Greige Lux 6x24, M6RT- płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-greige-lux-6x24-m6rt-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Musk Lux 6x24, M6RS - płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-musk-lux-6x24-m6rs-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume White Lux 6x24, M6RN - płytka gresowa",,,,"193,00","156,91","156,91",https://www.apelazienki.pl/lume-white-lux-6x24-m6rn-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume China Lux 6x24, MA9L - płytka gresowa",,,,"239,90","195,04","195,04",https://www.apelazienki.pl/lume-china-lux-6x24-ma9l-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Forest Lux 6x24, MA9M - płytka gresowa",,,,"239,90","195,04","195,04",https://www.apelazienki.pl/lume-forest-lux-6x24-ma9m-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Turquoise Lux 6x24, MA9N - płytka gresowa",,,,"209,00","169,92","169,92",https://www.apelazienki.pl/lume-turquoise-lux-6x24-ma9n-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Ocean Lux 6x24, MP8X - płytka gresowa",,,,"209,00","169,92","169,92",https://www.apelazienki.pl/lume-ocean-lux-6x24-mp8x-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Emerald Struttura 3D Swing Lux 6x24, MP9A - płytka gresowa",,,,"266,00","216,26","216,26",https://www.apelazienki.pl/lume-emerald-struttura-3d-swing-lux-6x24-mp9a-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Bone Struttura 3D Swing Lux 6x24, MP91 - płytka gresowa",,,,"266,00","216,26","216,26",https://www.apelazienki.pl/lume-bone-struttura-3d-swing-lux-6x24-mp91-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Caramel Struttura 3D Swing Lux 6x24, MP95 - płytka gresowa",,,,"266,00","216,26","216,26",https://www.apelazienki.pl/lume-caramel-struttura-3d-swing-lux-6x24-mp95-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Ocean Struttura 3D Swing Lux 6x24, MP94 - płytka gresowa",,,,"266,00","216,26","216,26",https://www.apelazienki.pl/lume-ocean-struttura-3d-swing-lux-6x24-mp94-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Lume Turquoise Struttura 3D Swing Lux 6x24, MP98 - płytka gresowa",,,,"266,00","216,26","216,26",https://www.apelazienki.pl/lume-turquoise-struttura-3d-swing-lux-6x24-mp98-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Lume White esagona Lux 21x18.2 MFFE - płytka gresowa,,,,"231,00","187,80","187,80",https://www.apelazienki.pl/lume-white-esagona-lux-21x18-2-mffe-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Lume Blue esagona Lux 21x18.2 MFFF - płytka gresowa,,,,"231,00","187,80","187,80",https://www.apelazienki.pl/lume-blue-esagona-lux-21x18-2-mfff-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Lume Green esagona Lux 21x18.2 MFFG - płytka gresowa,,,,"231,00","187,80","187,80",https://www.apelazienki.pl/lume-green-esagona-lux-21x18-2-mffg-plytka-gresowa,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss 3D Square Ocean 30x90 MP5U niebieska płytka ścienna z trójwymiarowym wzorem kwadratowych paneli strukturalna,,,,"189,00","153,66","153,66",https://sklep.terradeco.com.pl/marazzi-bliss-3d-square-ocean-30x90-mp5u-niebieska-plytka-scienna-z-trojwymiarowym-wzorem-kwadratowych-paneli-strukturalna?srsltid=AfmBOor_4YYvva2SnIERNLGzvSQU16aFN4GMFvMqgBIXijYmZ-1CMC1Y,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss 3D Square Ice 30x90 MP5V biała płytka ścienna z trójwymiarowym wzorem kwadratowych paneli strukturalna,,,,"189,00","153,66","153,66",https://sklep.terradeco.com.pl/marazzi-bliss-3d-square-ice-30x90-mp5v-biala-plytka-scienna-z-trojwymiarowym-wzorem-kwadratowych-paneli-strukturalna,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss 3D Square Cream 30x90 MP5X kremowa płytka ścienna z trójwymiarowym wzorem kwadratowych paneli strukturalna,,,,"189,00","153,66","153,66",https://sklep.terradeco.com.pl/marazzi-bliss-3d-square-cream-30x90-mp5x-kremowa-plytka-scienna-z-trojwymiarowym-wzorem-kwadratowych-paneli-strukturalna,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss 3D Square Brick 30x90 MP5W brązowa płytka ścienna z trójwymiarowym wzorem kwadratowych paneli strukturalna,,,,"189,00","153,66","153,66",https://sklep.terradeco.com.pl/marazzi-bliss-3d-square-brick-30x90-mp5w-brazowa-plytka-scienna-z-trojwymiarowym-wzorem-kwadratowych-paneli-strukturalna,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss 3D Square Forest 30x90 MP5Y zielona płytka ścienna z trójwymiarowym wzorem kwadratowych paneli strukturalna,,,,"189,00","153,66","153,66",https://sklep.terradeco.com.pl/marazzi-bliss-3d-square-forest-30x90-mp5y-zielona-plytka-scienna-z-trojwymiarowym-wzorem-kwadratowych-paneli-strukturalna,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss Decoro Leafy Freddo 30x90 MP7X niebieska płytka ścienna dekoracyjna w połyskującym wykończeniu,,,,"255,00","207,32","207,32",https://sklep.terradeco.com.pl/marazzi-bliss-decoro-leafy-freddo-30x90-mp7x-niebieska-plytka-scienna-dekoracyjna-w-polyskujacym-wykonczeniu,,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,Marazzi Bliss Decoro Leafy Caldo 30x90 MP7W beżowa płytka ścienna dekoracyjna w połyskującym wykończeniu,,,,"255,00","207,32","207,32",https://sklep.terradeco.com.pl/marazzi-bliss-decoro-leafy-caldo-30x90-mp7w-bezowa-plytka-scienna-dekoracyjna-w-polyskujacym-wykonczeniu,,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Beige Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-bez-mat-pp-01-195-1198-1198-1-019,545149,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Blu Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-niebieski-mat-pp-01-195-1198-1198-1-064,545205,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Grafite Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-grafit-mat-pp-01-195-1198-1198-1-001,545138,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Marrone Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-brazowy-mat-pp-01-195-1198-1198-1-010,545146,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Polvere Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-polvere-mat-pp-01-195-1198-1198-1-046,544499,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 119,8x119,8 cm biała",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-1198x1198-cm-biala,694833,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra płytka ścienno-podłogowa 119,8x119,8 cm czarna",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-scienno-podlogowa-1198x1198-cm-czarna,675527,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Sabbia Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-plytka-podlogowa-1198x1198-cm-bezowy-mat-pp-01-195-1198-1198-1-028,545154,206,i",,,
Lux,Płytki,Płytki,płytka podłogowa,Tubądzin,"Tubądzin Cielo e Terra Verde Mat płytka podłogowa 119,8x119,8 cm",,,,"230,26","187,20","187,20","https://www.lazienkaplus.pl/pl/tubadzin-cielo-e-terra-verde-mat-plytka-podlogowa-1198x1198-cm,661186,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Griggio A Gloss płytka ścienna 29,8x7,8 cm szara",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-griggio-a-gloss-plytka-scienna-298x78-cm-szara,675595,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Polvere A Gloss płytka ścienna 29,8x7,8 cm",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-polvere-a-gloss-plytka-scienna-298x78-cm,675580,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia Polvere B Gloss płytka ścienna 29,8x7,8 cm",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-polvere-b-gloss-plytka-scienna-298x78-cm,675594,206,i",,,
Lux,Płytki,Płytki,płytka ścienna,Tubądzin,"Tubądzin Masovia płytka ścienna 29,8x7,8 cm biała",,,,"93,52","76,03","76,03","https://www.lazienkaplus.pl/pl/tubadzin-masovia-plytka-scienna-298x78-cm-biala,675602,206,i",,,
